Unnamed: 0.1,Unnamed: 0,Pref. explanation,Birth year,Gender,Race,Political aff.,Education,Income,choice,efficiency.virtue,efficiency.vice,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.virtue,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,care.vice,Fairness,Loyalty,Authority,Sanctity,Care,Efficiency,word_count
74,74,The money is distributed evenly and prevents a large number of people from going to jail ,1968.0,Man,White or Caucasian,Republican,Bachelor’s degree,"$150,000 or more",Option C,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.125,16
75,75,"I want as few people avoiding jail as possilbe.  Do the crime, do the time",1974.0,Man,White or Caucasian,Republican,Bachelor’s degree,"$150,000 or more",Option E,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15
76,76,Because unlike the judicial system it's equal,1979.0,Woman,White or Caucasian,Democrat,Bachelor’s degree,"$50,000 to $59,999",Option C,0,0,1,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,7
77,77,"It seemed the most fair, with helping the most people but not being inequitable by favoring white people.",1984.0,Woman,White or Caucasian,Democrat,Bachelor’s degree,"Less than $10,000",Option C,1,0,2,0,0,0,2,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,18
78,78,Black people need more assistance ,1999.0,Woman,White or Caucasian,Democrat,Bachelor’s degree,"$40,000 to $49,999",Option D,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,5
79,79,"A 50-50 split seemed the fairest to me with the end result helping 710 people stay out of jail from both communities, which although wasn't the highest figure was close to the top. ",1973.0,Man,Asian,Democrat,Bachelor’s degree,"$90,000 to $99,999",Option C,1,0,1,1,0,0,2,0,0,0,0,0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.06060606060606061,0.030303030303030304,33
80,80,"Black people have been the victims of systemic racism for far too long, so I chose the scenario that gave Black people the most help.",1983.0,Man,White or Caucasian,Democrat,Bachelor’s degree,"$30,000 to $39,999",Option D,1,0,0,0,0,0,1,1,0,0,0,2,0.04,0.0,0.0,0.0,0.12,0.04,25
81,81,To give those who have to pay more additional assistance,1976.0,Man,White or Caucasian,Democrat,Bachelor’s degree,"$150,000 or more",Option D,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,10
82,82,"This was a tough choice.  Keeping maximal people out of jail is important, but there are systemic inequities that make it more likely for black people to need to go to court.  I opted for a choice that balances maximizing the total people kept jail-free, with my desire to redress inequities.",1963.0,Man,White or Caucasian,Independent,"Some college, but no degree","$20,000 to $29,999",Option D,2,0,1,0,0,0,0,1,0,0,0,0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0392156862745098,51
83,83,"The option I chose was a compromise: it split the funds 50/50 which seemed somewhat fair, and prevented a fairly large number of people from going to jail.",1982.0,Woman,White or Caucasian,Democrat,"Some college, but no degree",Prefer not to say,Option C,1,0,1,0,0,0,0,0,0,0,0,0,0.03571428571428571,0.0,0.0,0.0,0.0,0.03571428571428571,28
84,84,most that avoid jail time by showing up,1955.0,Man,White or Caucasian,Republican,Bachelor’s degree,"$100,000 to $149,999",Option C,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.125,8
85,85,I believe it should be fair across the board no matter where you live ,1966.0,Woman,White or Caucasian,Republican,High school diploma or GED,"$150,000 or more",Option C,0,0,1,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,14
86,86,It was the obvious choice considering the information provided. Allocate more to people who need it more. ,1965.0,Woman,White or Caucasian,Independent,Bachelor’s degree,"$90,000 to $99,999",Option D,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,17
87,87,It is more expensive to black people so I would allocate more funds for them. But white people also may need help to get to jail so I leece some funds for them as well ,1962.0,Woman,White or Caucasian,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$90,000 to $99,999",Option D,3,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.02857142857142857,0.08571428571428572,35
88,88,Seems like a good mix of racial fairness and keeping a high number of people out of jail,1982.0,Man,White or Caucasian,Democrat,Bachelor’s degree,"$100,000 to $149,999",Option C,1,0,2,0,0,0,0,0,0,0,0,0,0.1111111111111111,0.0,0.0,0.0,0.0,0.05555555555555555,18
89,89,"It seemed a equitable split in favoring the black population, who are more burdened, while not overly prejudicing the white population",1955.0,Man,White or Caucasian,Democrat,Bachelor’s degree,"$30,000 to $39,999",Option D,1,0,1,0,0,0,0,1,0,0,0,0,0.09523809523809523,0.0,0.0,0.0,0.0,0.047619047619047616,21
90,90,White people are generally higher on SES. I am making an assumption that white people live closer to the court because they can afford to do so and may have the $20 needed. Also living closer to court makes it easier for them to get there.,1959.0,Woman,White or Caucasian,Independent,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000 to $149,999",Option E,1,0,0,2,0,0,0,0,0,0,0,0,0.0,0.043478260869565216,0.0,0.0,0.0,0.021739130434782608,46
91,91,"I didn't actually like any of the options as I think it should be need based, but barring that, I think 50/50 is inherently the fairest option.",1971.0,Man,White or Caucasian,Independent,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",Option C,0,0,1,1,0,0,0,0,0,0,0,0,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,27
92,92,Black people live farther from court,1954.0,Man,White or Caucasian,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000 to $149,999",Option C,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6
93,93,Because the cost for blacks is more expensive than whites,1972.0,Man,White or Caucasian,Republican,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$40,000 to $49,999",Option B,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,10
94,94,I chose it because it was balanced and a high amount of people avoid jail.,2002.0,Man,Black or African American,Democrat,"Some college, but no degree","$60,000 to $69,999",Option C,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,15
95,95,"I felt like it was an even distribution based on factors such as systemic racism, poverty, etc.",1984.0,Woman,Asian,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$90,000 to $99,999",Option C,0,0,0,0,0,0,0,1,0,0,0,0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,17
96,96,"While a large enough group of people will avoid jail with my choice, I would prefer a greater number of those farther away from the courthouse receive rides.",1972.0,Woman,White or Caucasian,Democrat,Bachelor’s degree,"$50,000 to $59,999",Option D,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571,28
97,97,I chose the option that allows the most people to avoid jail,1995.0,Man,White or Caucasian,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$90,000 to $99,999",Option B,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,12
98,98,it seemed the fairest with getting the most people out of jail without favoring either side,1962.0,Woman,White or Caucasian,Democrat,Bachelor’s degree,"$60,000 to $69,999",Option C,1,0,1,0,0,0,0,0,0,0,0,0,0.0625,0.0,0.0,0.0,0.0,0.0625,16
99,99,Minority groups are at a disadvantage. There are other scenarios and ways that help white people more disproportionately. I think it's more important for the money to help the disadvantaged in this scenario. They live further away and have a harder time traveling.,1983.0,Woman,White or Caucasian,Democrat,High school diploma or GED,"$20,000 to $29,999",Option E,2,0,0,2,0,0,1,4,0,0,0,0,0.09302325581395349,0.046511627906976744,0.0,0.0,0.023255813953488372,0.046511627906976744,43
100,100,It shouldn't even matter if the cost will increase for the city. It should be Equal PERIOD.,1999.0,Man,Black or African American,Democrat,High school diploma or GED,"$150,000 or more",Option C,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,17
101,101,it balances keeping a high number of people out of jail with racial equality ,1987.0,Woman,White or Caucasian,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$60,000 to $69,999",Option C,1,0,2,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.07142857142857142,14
102,102,Results in an even distribution and the most people who benifit,1953.0,Man,White or Caucasian,Independent,Bachelor’s degree,"$70,000 to $79,999",Option C,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,11
103,103,White people can be poor. This option helps the most people.,1956.0,Woman,White or Caucasian,Republican,Bachelor’s degree,"$20,000 to $29,999",Option B,1,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,11
104,104,Most people would avoid jail.,2002.0,Man,White or Caucasian,Independent,"Some college, but no degree","$100,000 to $149,999",Option B,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5
105,105,"Since the Black population is already disadvantaged due to the fact that they live farther, it’s fair to give them greater priority and access to free rides",1966.0,Man,White or Caucasian,Republican,High school diploma or GED,"$30,000 to $39,999",Option D,0,0,1,0,0,0,0,1,0,0,0,0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,27
106,106,"The funds are divided equally among the races, and an outcome had the 2nd highest amount of people avoid jail time. ",1995.0,Man,White or Caucasian,Independent,Bachelor’s degree,"$50,000 to $59,999",Option C,3,0,1,1,0,0,0,0,0,0,0,0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.14285714285714285,21
107,107,Black people live farther and they already make a disproportionate number of people in jail,1953.0,Man,White or Caucasian,Independent,Bachelor’s degree,"$150,000 or more",Option C,1,0,0,0,0,0,0,2,0,0,0,0,0.13333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,15
108,108,More people were helped with this choice.,1963.0,Woman,White or Caucasian,Independent,Bachelor’s degree,"$100,000 to $149,999",Option B,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,7
109,109,It is most fair with an equal split,1963.0,Man,White or Caucasian,Democrat,Bachelor’s degree,"$50,000 to $59,999",Option C,1,0,2,0,0,0,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.125,8
110,110,"Because Black people's cost is more than white people 3 white people is the same price as 2 black people, so you need to even it based on price not on quantity of people.",1997.0,Woman,Black or African American,Democrat,"Some college, but no degree","Less than $10,000",Option D,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,34
111,111,Blacks have more issues getting to the court house than white people,1969.0,Man,Black or African American,Democrat,High school diploma or GED,"$20,000 to $29,999",Option D,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,12
112,112,C was at the intersection of competing priorities: it balanced support to whites and blacks matching the local population ratio while also maximizing the total number of people supported.,1955.0,Man,White or Caucasian,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000 to $149,999",Option C,2,0,0,1,0,0,0,0,0,0,1,0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.06896551724137931,29
113,113,"Regardless of how much it cost for the ride, the people who need to arrive at the courthouse are black or white. It should not make a difference of the race or the cost, so I chose to distribute it evenly.",1962.0,Woman,American Indian/Native American or Alaska Native,Republican,Associates or technical degree,"$100,000 to $149,999",Option C,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,41
114,114,Everybody will get an equal chance to a free ride,1957.0,Woman,White or Caucasian,Republican,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$70,000 to $79,999",Option C,0,0,1,0,0,1,0,0,0,0,0,0,0.1,0.0,0.0,0.1,0.0,0.0,10
115,115,"The decision should be fair and divided, not favoring anyone.",1963.0,Man,White or Caucasian,Republican,"Some college, but no degree","$90,000 to $99,999",Option C,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.0,0.0,0.0,0.0,0.0,10
116,116,because black people live farther away and have less resources to spend on rides. Some white people might stay pretty close to the courthouse and may be able to walk,1973.0,Woman,Asian,Independent,Bachelor’s degree,"$150,000 or more",Option D,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,30
117,117,"I chose that option because while on the one hand I would prefer to be totally egalitarian, it is fact that black people face systemic injustice much more often than those who are white and are afford certain privelages. So I made the choice that helped the most black people. ",1985.0,Non-binary,American Indian/Native American or Alaska Native,Other,"Some college, but no degree","Less than $10,000",Option E,3,0,2,1,0,0,2,1,0,0,0,0,0.06,0.02,0.0,0.0,0.04,0.06,50
118,118,Because this option would keep more people out of jail.,1960.0,Woman,White or Caucasian,Republican,Bachelor’s degree,"$100,000 to $149,999",Option B,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,10
119,119,black people are poorer and arrested more often,1957.0,Woman,Black or African American,Democrat,"Some college, but no degree","$30,000 to $39,999",Option D,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.25,0.0,0.0,0.125,8
120,120,it was an even 50/50 split,1959.0,Man,White or Caucasian,Independent,High school diploma or GED,"$10,000 to $19,999",Option C,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6
121,121,"I was thinking about going 70-30 Black white, but then I looked at the numbers of people avoiding jail, which was quite a bit more in the 50-50 split.  So I took that. ",1950.0,Man,White or Caucasian,Republican,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$60,000 to $69,999",Option C,2,0,0,1,0,0,0,0,0,0,0,0,0.0,0.030303030303030304,0.0,0.0,0.0,0.06060606060606061,33
122,122,Equal amount of white and black people. ,2001.0,Man,White or Caucasian,Democrat,High school diploma or GED,"$100,000 to $149,999",Option C,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,7
123,123,It gives an even chance for both groups to receive assistance,1956.0,Man,White or Caucasian,Independent,"Some college, but no degree","$30,000 to $39,999",Option C,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,11
124,124,"The majority of the money should go to help those furthest from the courthouse, but this studies definition, the black residents. I didn't selection option E because there are many poor white people as well. So option D seemed to be the most equitable distribution.",1964.0,Woman,White or Caucasian,Other,Bachelor’s degree,"$20,000 to $29,999",Option D,2,0,1,0,0,0,1,0,0,0,0,1,0.022222222222222223,0.0,0.0,0.0,0.044444444444444446,0.044444444444444446,45
125,125,when you way out all the number it is the most even split,1958.0,Man,White or Caucasian,Republican,High school diploma or GED,"$90,000 to $99,999",Option D,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,13
126,126,It is equally divided between black and white.,1962.0,Man,White or Caucasian,Independent,Bachelor’s degree,"$90,000 to $99,999",Option C,0,0,1,1,0,0,0,0,0,0,0,0,0.125,0.125,0.0,0.0,0.0,0.0,8
127,127,"I honestly would prefer option A, but option B would maybe make less white people complain about discrimination or the like.  It's just a small concession.  Dividing it up equally between populations seemed unfair to the population that normally experiences discrimination.",1970.0,Woman,"White or Caucasian,American Indian/Native American or Alaska Native",No preference,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$70,000 to $79,999",Option D,0,0,3,2,0,0,0,2,0,0,0,0,0.12195121951219512,0.04878048780487805,0.0,0.0,0.0,0.0,41
128,128,It seems the fairest one .  ,1952.0,Woman,White or Caucasian,Republican,Bachelor’s degree,"$20,000 to $29,999",Option C,0,0,1,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,6
129,129,"Blacks pay more for a ride, so assistance should be distributed to overcome that difference. Otherwise blacks will have more difficulty getting to court. ",1953.0,Man,White or Caucasian,Democrat,Bachelor’s degree,"$100,000 to $149,999",Option D,2,0,0,1,0,0,0,0,0,0,0,0,0.0,0.041666666666666664,0.0,0.0,0.0,0.08333333333333333,24
130,130,I would allocate as many resources to the black community as I possibly could. Black people in this country have had to endure and continue to endure so much institutionalized racism that anything we can do to try to level the playing field is long overdue. ,1963.0,Woman,White or Caucasian,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$70,000 to $79,999",Option E,2,0,1,3,2,0,0,1,0,0,0,0,0.043478260869565216,0.06521739130434782,0.043478260869565216,0.0,0.0,0.043478260869565216,46
131,131,This scenario keeps more people out of jail,1945.0,Man,White or Caucasian,Republican,Bachelor’s degree,"$30,000 to $39,999",Option B,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.125,8
132,132,Option C seems to be the most racially democratic option given the choices.,1956.0,Woman,White or Caucasian,Democrat,"Some college, but no degree","$10,000 to $19,999",Option C,1,0,0,1,0,0,0,0,0,0,1,0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,13
133,133,It is the only fair solution.,1959.0,Man,White or Caucasian,Independent,Bachelor’s degree,"$100,000 to $149,999",Option C,0,0,1,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,6
134,134,Equal number avoid jail,1954.0,Woman,White or Caucasian,Independent,"Some college, but no degree","$40,000 to $49,999",Option C,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.25,4
135,135,fairest solution,1957.0,Woman,White or Caucasian,Republican,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more",Option C,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,2
136,136,I chose option B because I believe that the majority of the people who would end up in jail would be Black so I tried to choose an option that was fair to Whites and still be able to prevent a substantial amount of black people from going to jail.,1964.0,Woman,Black or African American,Democrat,Bachelor’s degree,"$10,000 to $19,999",Option D,1,0,1,0,0,0,0,0,0,0,0,0,0.02,0.0,0.0,0.0,0.0,0.02,50
137,137,I wanted to be more fair to the Black citizens who typically have a harder time securing rides to court.,1951.0,Woman,White or Caucasian,Independent,High school diploma or GED,"$10,000 to $19,999",Option D,1,0,1,1,0,0,0,0,0,0,0,0,0.05,0.05,0.0,0.0,0.0,0.05,20
138,138,To be fair,1961.0,Woman,Asian,Independent,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$80,000 to $89,999",Option D,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,3
139,139,"Black people have a harder time getting to the court house, and blacks are likely to be sentenced to jail. ",1949.0,Woman,White or Caucasian,Democrat,Associates or technical degree,"$150,000 or more",Option E,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20
140,140,It is more important for people to not go to jail if they do not belong there so I went with the highest percentage of people who do not go to jail. It feels fairer to me.,1958.0,Woman,White or Caucasian,Independent,Bachelor’s degree,"$50,000 to $59,999",Option B,2,0,1,1,0,0,0,0,0,0,0,0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0,0.05405405405405406,37
141,141,It was the option that the largest amount of people avoided going to jail.,1958.0,Man,White or Caucasian,Democrat,Bachelor’s degree,"$60,000 to $69,999",Option B,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,14
142,142,"I chose that allocation scenario because, the Black people live farther away from the court than the White people. ",1955.0,Woman,Black or African American,No preference,Associates or technical degree,"$30,000 to $39,999",Option E,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19
143,143,I chose 70 for black pop. and 30 for white pop as this seems fair.,1947.0,Woman,Black or African American,Democrat,Associates or technical degree,"$40,000 to $49,999",Option D,0,0,1,0,0,0,0,0,0,0,0,0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,15
144,144,Because it's a number that comes closer to reflecting  what the percentages are between races and the need to get to court.,1959.0,Man,Asian,Republican,Associates or technical degree,"$70,000 to $79,999",Option D,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,22
